id,create_at,update_at,delete_at,team_id,type,display_name,name,header,purpose,last_post_at,total_msg_count,extra_update_at,creator_id,scheme_id,props,group_constrained,shared,total_msg_count_root,policy_id,last_root_post_at
1d9pre7d8p8utxwqx34jkjzdph,1680602627122,1680602627122,0,"",D,"",5gu7g935o3yyx8gndk36qzbixw__d7b689p3gb8buyupw5d5phrxgo,"","",0,0,0,d7b689p3gb8buyupw5d5phrxgo,,,,false,0,,0
8j8dbaodwj85dnc7ihdzszah9c,1675348871951,1675348871951,0,"",D,"",d7b689p3gb8buyupw5d5phrxgo__i3phozbokir4icz3x3jcj3985a,"","",1676003154473,1,0,i3phozbokir4icz3x3jcj3985a,,,,false,1,,1676003154473
8q9auybaefg37dxbtbcp61h6zy,1677558437381,1677558437381,0,"",D,"",d7b689p3gb8buyupw5d5phrxgo__qjydyiytnjgnpqfk44jfh1wm8h,"","",0,0,0,qjydyiytnjgnpqfk44jfh1wm8h,,,,false,0,,0
arrkzmdzkjnrtgoxpikrhu6aew,1675536228438,1675536228438,0,"",D,"",1m718tirfty7bpfsyswqsha3na__d7b689p3gb8buyupw5d5phrxgo,"","",0,0,0,d7b689p3gb8buyupw5d5phrxgo,,,,false,0,,0
61o8rz46g7rzjrfpmdfm3w7h5e,1681781646546,1681781646546,0,"",D,"",d7b689p3gb8buyupw5d5phrxgo__k7hdf8wqzpb8i8jgb4tfneby1a,"","",1681783357385,3,0,d7b689p3gb8buyupw5d5phrxgo,,,,false,3,,1681783357385
capackw17ibe3ewxrha4b9juta,1674889020907,1674889020907,0,"",D,"",41rk1jxtfpg97kbu9g1uq3bhpo__d7b689p3gb8buyupw5d5phrxgo,"","",1679802236530,35,0,41rk1jxtfpg97kbu9g1uq3bhpo,,,,false,18,,1679802236530
iiktk34d7j8du8apyzmw9o5bee,1681232780020,1681232780020,0,"",D,"",d7b689p3gb8buyupw5d5phrxgo__j9ruu9pjfibeuytgyrm3ubrr7c,"","",0,0,0,d7b689p3gb8buyupw5d5phrxgo,,,,false,0,,0
m4wsweb7rjf6dgxcb6fn7hmooy,1680678416734,1680678416734,0,"",D,"",d7b689p3gb8buyupw5d5phrxgo__puxjy65h5pdo98g9bfxoq8ayrh,"","",1680679266658,2,0,d7b689p3gb8buyupw5d5phrxgo,,,,false,2,,1680679253915
qb8rr5tqzpgbtx5yr64mh96uiy,1676134626928,1676134626928,0,"",D,"",d7b689p3gb8buyupw5d5phrxgo__xusab399xjynmnp19xk4drt5nh,"","",0,0,0,d7b689p3gb8buyupw5d5phrxgo,,,,false,0,,0
qbir56g65pghidey6mbfx8n33y,1680689094636,1680689094636,0,"",D,"",3o9s3e4777ncunbstypwn5f9oy__d7b689p3gb8buyupw5d5phrxgo,"","",0,0,0,3o9s3e4777ncunbstypwn5f9oy,,,,false,0,,0
s1g563ettjdz8cwh965xe5k7de,1675409592019,1675409592019,0,"",D,"",axu5s6irhjneuyruhuqjjapq7c__d7b689p3gb8buyupw5d5phrxgo,"","",1675557830327,3,0,axu5s6irhjneuyruhuqjjapq7c,,,,false,3,,1675557830327
t9t3tya9otrjpq8hkgb3hmu4ma,1679803705757,1679803705757,0,"",D,"",d7b689p3gb8buyupw5d5phrxgo__s7d3r67otjrkpxtxwhnh93hb4o,"","",0,0,0,d7b689p3gb8buyupw5d5phrxgo,,,,false,0,,0
uzx5suhjjidixdjzdkfdj7w6jh,1674885921253,1680499745534,0,"",D,"",d7b689p3gb8buyupw5d5phrxgo__d7b689p3gb8buyupw5d5phrxgo,"","",1681867803130,78,0,d7b689p3gb8buyupw5d5phrxgo,,,,false,78,,1681867803130
cu69ts5f8bdr8mwdwtx4i8dggo,1617863110178,1671079574388,0,dkhmcuy1rtbe9e413ysj641uqa,O,00_公式お知らせ,announcement,"RUNTEQからの公式のお知らせはこちらのチャンネルから発信させていただきます！
原則、こちらの投稿は運営のみとなりますので、何かご質問などあれば運営相談部屋に投稿お願いいたします！","",1681991256016,596,0,"",,,,,1305,,1681991256016
j1kn1dfoz7fw3ytweu5kf5rd4r,1617866639493,1645160945617,0,dkhmcuy1rtbe9e413ysj641uqa,O,01_イベントお知らせ,cllgy5sa2,"イベントに関するお知らせがある場合はここから行います📣
原則、こちらの投稿は運営のみとなりますので、何かご質問などあれば運営相談部屋に投稿お願いいたします！
イベントカレンダーは[こちら](https://school.runteq.jp/v2/runteq_events)をチェック

**過去イベント動画**

- [勉強会/技術系](https://youtube.com/playlist?list=PL_AwMQIXyglgD_0MA2oQ4YTTtMMnV1GcQ)

- [勉強会/就活、PF、LT会](https://youtube.com/playlist?list=PL_AwMQIXygliaAU9iO3X35IdpkHL_gbW-)
※再生リストは持ち出し禁止です！
","全体向けのお知らせがある場合はここから行います
イベントカレンダー
<https://calendar.google.com/calendar/u/0/embed?src=startup-technology.com_ckrvpl944fdlk1j958hmjp2gn8@group.calendar.google.com&amp;ctz=Asia/Tokyo>
雑に質問したい方はこちらへ
<https://loving-kirch-99348e.netlify.app/>",1682046306517,3751,0,"",,,,,3554,,1682046306517
zrhpo7oz5ibqtgsghwj4554p3a,1617874813224,1646039523544,0,dkhmcuy1rtbe9e413ysj641uqa,O,02_運営相談部屋,c01bpgmjcr2,"運営チームに相談がある方、誰に聞いていいかわからない場合などはお気軽にご利用ください！💪

ex]土日に何かお困りの方、RUNTEQ学習アプリに不具合が起きた　など","",1682083611240,3126,0,"",,,,,2414,,1682076697701
3wzedy16x3ygxxnoq7es1yi5ir,1617865931047,1675939605009,0,dkhmcuy1rtbe9e413ysj641uqa,O,03_自己紹介,cl70x699r,"RUNTEQへようこそ！！👏
初めて参加された方は自己紹介をお願いします🎉

**（1）自己紹介をこのチャンネルに直接投稿しよう！📩**
下記資料の④を参考にしてね！
こちらから👉 https://school.runteq.jp/v2/mypage/orientations/tool

```
▼フォーマット
- お名前orニックネーム：
- ご自身のTimes:（ここにTimesのURLを貼り付けましょう！）
- SNS（Twitterなどあれば）：
- エンジニアを目指す理由：
- 趣味：
- これからの意気込み：
```


（2）アプリでの自己紹介登録ページも登録しよう！☑️
こちらから👉 https://school.runteq.jp/v2/mypage/profile/edit","RUNTEQへようこそ！！:hugging_face:
初めて参加された方は自己紹介をお願いします:sparkles:

自己紹介登録ページはこちらから:point_down:
<https://runteq.jp/mypage/profile/edit>",1682060560018,1652,0,"",,,,,1820,,1682060560018
usmukbic9jfhucqtphdpcrqy6w,1617866127232,1636515125809,0,dkhmcuy1rtbe9e413ysj641uqa,O,04_雑談,clhu5dz44,"技術的な情報の共有や何気ない日常の気づきなど共有しましょう:sparkles:
ぜひ、卒業生との交流もこちらのチャンネルでお気軽にどうぞ:wink:","",1681992509348,5092,0,"",,,,,4368,,1681992509348
m5crxhh1dtfnpqwxeuqqpy7p5y,1618287689852,1655793203693,0,dkhmcuy1rtbe9e413ysj641uqa,O,05_勉強会・イベント企画,14_mattermost,"自分で企画したイベントや勉強会についてお知らせしたり、勉強会仲間を集めるチャンネルです！
勉強会の開催が決まったら、ぜひこちらの[RUNTEQイベントカレンダー](https://school.runteq.jp/v2/runteq_events)にも登録しておきましょう✨","Mattermostへの改善や機能の追加希望があればこちらへお願いします！
できれば公式documentを読んで提案してもらえると、勉強にもなりますよ✨
https://docs.mattermost.com/guides/user.html",1681991256791,1104,0,41rk1jxtfpg97kbu9g1uq3bhpo,"",,false,,752,,1681991256791
1kocmjfnfpgrzrzgo1jysinzge,1617877651091,1650336976373,0,dkhmcuy1rtbe9e413ysj641uqa,O,06_ポートフォリオアイデア,c01m5l950f3,"ポートフォリオのアイデアを投稿してみんなでアイデアを練っていこう🔥
ポートフォリオ作成の流れはRUNTEQアプリのポートフォリオボードをご覧ください✨","",1681991258101,1416,0,"",,,,,1030,,1681991258101
1f1qimcq5j8x98y56zfy5ijphw,1617872807260,1653805884181,0,dkhmcuy1rtbe9e413ysj641uqa,O,07_ポートフォリオレビュー,c017x8caw83,"ポートフォリオボードで『レビュー依頼の旨をMattermostに通知する』にチェックを入れた方のレビュー依頼がこちらのチャンネルで通知されます。

1. ポートフォリオのREADME/画面遷移図/ER図の各レビューについては、RUNTEQアプリ上のポートフォリオボードからお願いいたします。

2. ポートフォリオに関する質問については、PRをあげていただき、URLを添付の上、質問をしてください。
▶️質問方法に関してはこちら<https://school.runteq.jp/v2/mypage/helps/articles/how_to_solve_portfolio?gretel_word=%E3%83%9D%E3%83%BC%E3%83%88%E3%83%95%E3%82%A9%E3%83%AA%E3%82%AA>","",1682091534777,6313,0,"",,,,,3078,,1682091534777
baymx9ozk3d3tp6zirj5su3r7h,1617871084055,1650290468393,0,dkhmcuy1rtbe9e413ysj641uqa,O,08_ブログ記事・開発サービス紹介,c013d399ssy,"⏩[RUNTEQ BLOG](https://blog.runteq.jp/)

⏩[RUNTEQ生歴代サービス一覧](https://docs.google.com/spreadsheets/d/1r1OlrU-tB5lhBkQxT83ytB68aYMQWv7cb27L0urQJYQ/edit?usp=sharing)

⏩[Qiita記事一覧](https://qiita.com/organizations/runteq)

⏩[RUNTEQ生のブログ集約](https://runteq-students-blog.netlify.app/)

members.ts ファイルに自分の個人ブログの情報を追加していけば良いだけなので、練習も兼ねて皆さんぜひPRをあげてください！

[リポジトリ](https://github.com/runteq/runteq_students_blog)
権限ない人はGitHubのアカウント名を教えてください！","",1682064996344,2458,0,"",,,,,1957,,1682064996344
ugfn15xpzt83tc9zb5xf8sucmo,1617872124882,1665918841935,0,dkhmcuy1rtbe9e413ysj641uqa,O,09_就活情報,c016n1fru1e,"[RUNTEQの求人票](https://school.runteq.jp/v2/job_postings) **※企業への直接応募はお控えください**

[就活ページ](https://school.runteq.jp/v2/job_hunting_steps)","0. 情報交換
就活に関する情報はここでシェアして乗り切りましょう！

1. 書類添削
職務経歴書、wantedlyの添削は<@UNJ6HF2V8> までDM。みんなに見てもらいたい場合はこのチャンネルに投稿を！

2. 面接対策
模擬面接をしたい方は<@UNJ6HF2V8> まで。
質問対策は下記推奨
<https://note.com/tsubasa7777/n/nc742ba14ab01>

3. キャリア相談
キャリア棚卸しや強み分析のご相談も<@UNJ6HF2V8>",1682079917352,1480,0,"",,,,,1247,,1682062582168
x599udyjnj8yxp9e9bjho3jqah,1617869325349,1646039383515,0,dkhmcuy1rtbe9e413ysj641uqa,O,10_質問投稿通知,c010tmn1n2e,"RUNTEQ学習アプリの質問フォームから質問投稿すると、こちらのチャンネルに通知されます:relaxed:
質問方法がご不明な方はキャリアトレーナーまで聞いてくださいね:sparkles:

▼講師シフト
<https://calendar.google.com/calendar/embed?src=startup-technology.com_6h2cbnon9lslnd3eq8nlgq4p6c%40group.calendar.google.com&amp;ctz=Asia%2FTokyo>",講師シフトは[こちら](https://calendar.google.com/calendar/u/0/embed?src=startup-technology.com_6h2cbnon9lslnd3eq8nlgq4p6c@group.calendar.google.com&ctz=Asia/Tokyo)より確認ください。,1682095352479,28820,0,"",,,,,28300,,1682095352479
di9remfxjbdgmxppn3p6byucxe,1617866987764,1639561752622,0,dkhmcuy1rtbe9e413ysj641uqa,O,11_RUNTEQ改善,cme8j0knc,RUNTEQ学習アプリの操作方法の不明点やカリキュラムの不具合を見つけた方は、お手数ですがこちらのチャンネルでお知らせください🙇‍♀️,RUNTEQアプリの操作方法の不明点やカリキュラムの不具合を見つけた方は、お手数ですがこちらのチャンネルでお知らせください:woman-bowing:,1681991256595,1596,0,"",,,,,1324,,1681991256595
g513drakdbgdfj88sh8rxjffwo,1670562263855,1671077933943,0,dkhmcuy1rtbe9e413ysj641uqa,O,16_バトランお知らせ,16_battleofrunteq,BATTLE OF RUNTEQ に関する情報を発信します🚀🔥バトランvol.3の概要は[こちら！](https://esa-pages.io/p/sharing/2315/posts/20432/e8844f8e53f8da6af555.html),"",1681440710218,49,0,7o93gt7s77d33fgqz15btn734o,"",,false,,49,,1681440710218
wiipjufszpdcp89kfhgfubj1sr,1672226195481,1672903954243,0,dkhmcuy1rtbe9e413ysj641uqa,P,41期生_group,41_group,"👀[わからないことがあったらここ](https://school.runteq.jp/v2/mypage/helps)/
📖[RUNTEQ CREDO](https://school.runteq.jp/v2/credo)/[📅学習計画表](https://docs.google.com/spreadsheets/d/1S8mgofrSuC6BIrUVbj0jGXRU9_ujkGvKaXCZ0LO9F18/edit#gid=1089145166)","",1681825075576,1194,0,3d8rnt7gy3g1bq1hrchbxka4qa,"",,false,,591,,1681825075576
zqsu57ypjtnexn78pzzxy71fmc,1671790245638,1674448347688,0,dkhmcuy1rtbe9e413ysj641uqa,P,RUNTEQ Nice Active!,runteq-nice-active,🎉[Nice Active!についてはこちら](https://school.runteq.jp/v2/mypage/orientations/nice_active)　[推薦フォームはこちら](https://docs.google.com/forms/d/e/1FAIpQLSfTlunswa3t6PQ-YUt-7cgZ9lm0oaVqqBHsjNAAXIg7NjjQWw/viewform),"",1681995138451,290,0,3o9s3e4777ncunbstypwn5f9oy,"",,false,,290,,1681995138451
c1q36rf957f8fj8tb1949mdcye,1617872324787,1674445221800,0,dkhmcuy1rtbe9e413ysj641uqa,O,times_11期生_nakai_kensuke,c016s84r344,"",ふぁらおのメモ帳,1681799121940,5686,0,"",,,,,5701,,1681799121940
